date,cases,probable_cases,hospitalizations,deaths,mob_retail,mob_grocery,mob_parks,mob_transit,mob_work,mob_residential,trend_covid_topic,total_cases
2020-10-13,588.0,111.0,50.0,5,-35.0,-11.0,-25.0,-43.8,-43.4,14.8,20.92142353770261,699.0
2020-10-14,583.0,140.0,58.0,8,-26.6,-5.2,15.2,-39.2,-40.6,13.0,17.70274299344067,723.0
2020-10-15,603.0,134.0,74.0,9,-26.4,-4.0,18.0,-38.4,-40.8,12.8,17.70274299344067,737.0
2020-10-16,505.0,128.0,48.0,7,-43.2,-22.6,-44.2,-46.2,-43.0,16.8,19.31208326557164,633.0
2020-10-17,366.0,107.0,35.0,5,-27.0,-4.2,32.6,-27.6,-16.4,4.0,16.093402721309698,473.0
2020-10-18,412.0,120.0,40.0,4,-30.0,-13.0,33.6,-31.0,-17.6,4.2,18.105078061473417,532.0
2020-10-19,626.0,168.0,69.0,8,-30.4,-10.8,0.4,-40.6,-41.2,13.6,21.323758605735353,794.0
2020-10-20,601.0,160.0,74.0,5,-30.6,-8.2,1.0,-40.8,-41.8,13.8,22.12842874180084,761.0
2020-10-21,654.0,167.0,52.0,6,-29.4,-7.2,3.6,-41.8,-40.8,13.8,20.519088469669867,821.0
2020-10-22,759.0,180.0,53.0,3,-29.0,-5.4,6.6,-40.4,-40.6,13.6,18.909748197538896,939.0
2020-10-23,601.0,173.0,60.0,5,-30.4,-6.6,-0.4,-40.0,-40.0,13.2,18.507413129506155,774.0
2020-10-24,386.0,137.0,47.0,2,-27.6,-5.0,37.0,-30.0,-16.4,3.8,18.507413129506155,523.0
2020-10-25,362.0,152.0,44.0,10,-30.8,-11.6,11.2,-34.2,-18.8,4.6,20.116753401637126,514.0
2020-10-26,695.0,218.0,56.0,6,-34.4,-13.6,-31.6,-43.8,-41.6,14.4,21.726093673768094,913.0
2020-10-27,742.0,231.0,46.0,9,-27.4,-4.2,2.6,-40.6,-41.0,13.0,22.933098877866325,973.0
2020-10-28,782.0,224.0,45.0,5,-31.2,-9.6,-17.8,-43.6,-41.0,14.0,24.944774218030037,1006.0
2020-10-29,621.0,225.0,59.0,4,-40.6,-22.0,-46.4,-49.2,-43.4,16.6,20.519088469669867,846.0
2020-10-30,655.0,224.0,60.0,10,-34.2,-8.2,-37.4,-45.6,-42.0,15.2,22.12842874180084,879.0
2020-10-31,403.0,140.0,48.0,4,-27.2,1.0,17.6,-30.6,-16.8,4.4,20.519088469669867,543.0
2020-11-01,501.0,237.0,55.0,12,-37.6,-18.4,-23.6,-39.6,-20.8,6.2,22.12842874180084,738.0
2020-11-02,953.0,329.0,64.0,9,-32.4,-10.0,-32.2,-44.8,-40.8,13.8,21.726093673768094,1282.0
2020-11-03,903.0,302.0,75.0,16,-28.4,-2.8,-16.6,-45.6,-47.0,15.0,19.31208326557164,1205.0
2020-11-04,0.0,378.0,69.0,9,-32.4,-11.8,-5.8,-44.8,-41.2,15.0,12.070052040982276,378.0
2020-11-05,0.0,393.0,85.0,10,-29.6,-6.8,4.6,-41.2,-40.4,13.8,14.484062449178728,393.0
2020-11-06,0.0,420.0,64.0,11,-31.8,-9.4,1.8,-41.0,-39.2,13.6,17.300407925407928,420.0
2020-11-07,845.0,357.0,60.0,13,-27.2,-7.2,58.6,-28.8,-14.6,4.0,17.70274299344067,1202.0
2020-11-08,788.0,369.0,65.0,9,-28.0,-12.0,58.2,-30.8,-16.0,3.8,18.507413129506155,1157.0
2020-11-09,0.0,538.0,80.0,6,-30.8,-10.4,6.6,-42.0,-39.6,13.6,28.968124898357456,538.0
2020-11-10,0.0,502.0,89.0,7,-28.2,-6.0,12.4,-40.2,-40.2,13.0,28.968124898357456,502.0
2020-11-11,0.0,470.0,99.0,9,-34.8,-16.2,-29.0,-50.2,-48.8,17.6,32.991475578684884,470.0
2020-11-12,0.0,501.0,80.0,16,-37.0,-12.4,-37.4,-45.6,-41.8,16.0,31.382135306553916,501.0
2020-11-13,0.0,511.0,92.0,6,-36.8,-9.8,-34.6,-44.4,-40.8,15.8,37.01482625901231,511.0
2020-11-14,0.0,429.0,101.0,11,-30.4,-4.8,14.0,-31.8,-15.8,5.4,33.79614571475037,429.0
2020-11-15,896.0,420.0,92.0,14,-36.0,-14.0,-9.2,-38.4,-19.2,6.4,34.520348837209305,1316.0
2020-11-16,0.0,526.0,127.0,8,-33.2,-11.8,-20.4,-43.4,-40.6,14.2,40.79677589852009,526.0
2020-11-17,0.0,545.0,102.0,10,-34.0,-10.0,-25.2,-43.8,-41.4,14.8,41.31981148696266,545.0
2020-11-18,0.0,532.0,120.0,12,-35.0,-13.4,-32.0,-46.2,-41.6,15.2,41.31981148696266,532.0
2020-11-19,0.0,519.0,132.0,10,-32.6,-8.2,-24.0,-44.8,-42.6,15.4,37.13552677942213,519.0
2020-11-20,0.0,511.0,135.0,9,-33.0,-7.8,-9.4,-43.0,-41.6,15.0,39.75070472163495,511.0
2020-11-21,0.0,354.0,119.0,11,-29.6,-5.6,23.4,-31.8,-15.2,5.8,38.181597956307264,354.0
2020-11-22,0.0,415.0,116.0,12,-33.8,-12.0,-11.4,-38.6,-17.2,6.4,36.089455602537,415.0
2020-11-23,0.0,582.0,150.0,14,-33.0,-10.2,-33.4,-46.2,-43.0,15.2,40.79677589852009,582.0
2020-11-24,0.0,599.0,131.0,18,-26.8,2.8,-18.4,-43.0,-42.6,14.0,37.13552677942213,599.0
2020-11-25,0.0,633.0,141.0,12,-21.6,16.2,-15.8,-44.2,-43.6,13.0,32.95124207188161,633.0
2020-11-26,817.0,376.0,156.0,10,-62.0,-25.2,-32.4,-66.2,-74.2,23.6,23.01356589147287,1193.0
2020-11-27,0.0,765.0,158.0,16,-39.4,-24.4,-11.2,-54.6,-58.0,19.0,24.582672656800565,765.0
2020-11-28,0.0,585.0,127.0,14,-36.6,-18.2,3.2,-38.0,-19.6,7.4,28.76695736434109,585.0
2020-11-29,0.0,625.0,163.0,15,-34.0,-18.6,8.2,-37.2,-18.2,5.6,27.19785059901339,625.0
2020-11-30,0.0,787.0,188.0,20,-45.6,-30.2,-48.6,-51.2,-46.0,18.0,30.336064129668785,787.0
2020-12-01,0.0,987.0,200.0,24,-31.0,-6.0,-25.6,-44.2,-43.4,15.0,31.382135306553916,987.0
2020-12-02,0.0,820.0,176.0,26,-34.0,-11.6,-32.4,-47.4,-42.6,16.0,29.28999295278365,820.0
2020-12-03,0.0,907.0,218.0,20,-31.4,-6.0,-19.8,-45.0,-42.4,15.6,29.28999295278365,907.0
2020-12-04,0.0,755.0,182.0,28,-38.4,-12.8,-37.6,-46.4,-42.4,16.8,31.905170894996477,755.0
2020-12-05,0.0,652.0,178.0,26,-40.0,-16.6,-37.6,-43.4,-20.4,9.4,28.76695736434109,652.0
2020-12-06,0.0,659.0,173.0,22,-33.6,-14.2,-19.2,-39.4,-18.0,6.6,29.28999295278365,659.0
2020-12-07,0.0,0.0,222.0,21,-34.4,-13.4,-32.0,-46.2,-42.8,15.2,32.95124207188161,0.0
2020-12-08,0.0,904.0,220.0,23,-35.0,-12.6,-35.0,-47.6,-42.2,15.6,32.42820648343904,904.0
2020-12-09,0.0,963.0,278.0,29,-36.2,-14.6,-37.0,-48.8,-42.8,16.4,33.47427766032418,963.0
2020-12-10,0.0,905.0,246.0,28,-32.0,-6.8,-18.0,-46.2,-42.2,15.2,30.336064129668785,905.0
2020-12-11,0.0,893.0,244.0,31,-34.0,-9.4,-16.6,-45.4,-41.4,15.2,32.42820648343904,893.0
2020-12-12,0.0,583.0,209.0,34,-34.2,-10.0,-10.0,-38.0,-17.8,7.4,29.28999295278365,583.0
2020-12-13,0.0,898.0,227.0,32,-29.6,-11.4,19.6,-36.8,-17.2,5.6,27.720886187455957,898.0
2020-12-14,0.0,0.0,266.0,30,-40.0,-19.2,-45.8,-50.4,-44.4,16.6,31.905170894996477,0.0
2020-12-15,0.0,944.0,238.0,34,-27.6,3.6,-26.6,-45.2,-43.0,13.8,30.336064129668785,944.0
2020-12-16,0.0,777.0,214.0,42,-41.6,-8.0,-42.8,-51.2,-46.4,18.6,25.628743833685697,777.0
2020-12-17,0.0,770.0,231.0,39,-62.8,-45.2,-42.4,-63.6,-64.6,28.6,23.536601479915433,770.0
2020-12-18,0.0,835.0,274.0,41,-44.0,-19.8,-43.2,-47.2,-45.2,18.4,29.813028541226217,835.0
2020-12-19,0.0,690.0,239.0,33,-37.8,-12.4,-24.6,-37.8,-19.4,8.4,30.85909971811135,690.0
2020-12-20,0.0,710.0,246.0,34,-38.0,-16.2,-33.0,-40.8,-19.6,7.8,33.47427766032418,710.0
2020-12-21,0.0,0.0,331.0,46,-28.4,-6.6,-31.0,-45.2,-43.2,14.0,40.79677589852009,0.0
2020-12-22,0.0,948.0,287.0,55,-23.6,1.6,-29.2,-44.4,-44.0,13.6,37.13552677942213,948.0
2020-12-23,0.0,937.0,303.0,42,-18.2,10.8,-24.0,-44.2,-43.2,12.2,33.99731324876674,937.0
2020-12-24,0.0,642.0,276.0,43,-25.2,17.4,-31.4,-50.8,-54.0,15.4,25.628743833685697,642.0
2020-12-25,0.0,595.0,267.0,40,-77.4,-54.0,-60.4,-74.8,-79.2,28.8,23.01356589147287,595.0
2020-12-26,0.0,898.0,264.0,39,-46.2,-24.6,-32.2,-47.8,-27.0,10.0,28.76695736434109,898.0
2020-12-27,0.0,919.0,241.0,48,-42.6,-24.8,-20.4,-44.0,-20.6,7.6,31.382135306553916,919.0
2020-12-28,0.0,0.0,356.0,45,-33.2,-14.6,-20.0,-49.2,-48.0,16.0,37.13552677942213,0.0
2020-12-29,0.0,0.0,324.0,53,-33.0,-11.6,-30.0,-49.8,-49.0,16.4,36.61249119097956,0.0
2020-12-30,0.0,0.0,316.0,45,-28.8,-3.2,-27.2,-49.0,-48.2,15.8,38.704633544749825,0.0
2020-12-31,0.0,770.0,287.0,42,-29.8,7.0,-39.8,-52.4,-53.6,17.2,35.043384425651865,770.0
2021-01-01,0.0,785.0,297.0,41,-66.0,-47.0,-49.6,-72.2,-76.0,28.6,29.813028541226217,785.0
2021-01-02,0.0,0.0,325.0,62,-40.4,-14.8,-3.0,-42.6,-25.4,8.8,32.95124207188161,0.0
2021-01-03,0.0,0.0,300.0,43,-51.4,-30.6,-50.8,-50.6,-24.4,10.0,34.520348837209305,0.0
2021-01-04,0.0,0.0,411.0,65,-37.4,-13.0,-32.0,-48.4,-44.0,16.0,39.75070472163495,0.0
2021-01-05,0.0,0.0,353.0,73,-36.6,-10.0,-30.6,-48.8,-44.8,16.6,40.79677589852009,0.0
2021-01-06,0.0,0.0,381.0,66,-38.4,-14.4,-31.2,-50.2,-44.2,16.8,34.520348837209305,0.0
2021-01-07,0.0,0.0,359.0,56,-38.8,-12.4,-29.4,-50.2,-44.4,17.0,29.813028541226217,0.0
2021-01-08,0.0,0.0,355.0,64,-42.0,-15.6,-38.8,-50.6,-43.8,17.4,33.47427766032418,0.0
2021-01-09,0.0,895.0,331.0,73,-40.8,-15.2,-27.6,-44.0,-22.0,9.0,32.42820648343904,895.0
2021-01-10,0.0,0.0,310.0,57,-40.8,-18.8,-19.2,-45.8,-22.0,8.2,37.6585623678647,0.0
2021-01-11,0.0,0.0,403.0,61,-40.4,-18.4,-38.6,-51.4,-44.4,16.8,46.02713178294574,0.0
2021-01-12,0.0,0.0,397.0,78,-37.0,-12.2,-25.8,-49.4,-44.8,16.2,50.21141649048626,0.0
2021-01-13,0.0,0.0,428.0,72,-39.0,-16.0,-31.8,-51.8,-44.8,16.4,50.734452078928825,0.0
2021-01-14,0.0,0.0,430.0,70,-38.8,-15.0,-22.8,-51.0,-45.6,15.8,52.30355884425653,0.0
2021-01-15,0.0,0.0,390.0,69,-44.0,-19.0,-40.8,-52.4,-45.6,16.8,43.93498942917548,0.0
2021-01-16,0.0,910.0,373.0,71,-42.6,-18.2,-22.2,-46.0,-23.8,8.2,41.31981148696266,910.0
2021-01-17,0.0,0.0,338.0,59,-43.2,-23.0,-22.0,-47.4,-24.4,7.4,37.6585623678647,0.0
2021-01-18,0.0,0.0,444.0,79,-38.2,-20.6,-27.4,-59.4,-57.6,18.8,42.888918252290345,0.0
2021-01-19,0.0,0.0,391.0,88,-40.8,-17.2,-33.4,-51.6,-45.6,16.0,43.93498942917548,0.0
2021-01-20,0.0,0.0,372.0,80,-42.8,-22.0,-41.2,-54.6,-46.4,17.6,35.043384425651865,0.0
2021-01-21,0.0,0.0,416.0,69,-40.0,-16.0,-33.8,-52.0,-45.2,16.6,35.043384425651865,0.0
2021-01-22,0.0,0.0,429.0,87,-42.0,-15.6,-36.2,-51.0,-44.6,16.6,36.089455602537,0.0
2021-01-23,0.0,0.0,324.0,85,-44.4,-20.4,-36.6,-47.6,-24.4,9.0,35.56642001409443,0.0
2021-01-24,0.0,967.0,334.0,74,-46.6,-25.4,-37.0,-50.8,-25.0,8.4,34.520348837209305,967.0
2021-01-25,0.0,0.0,403.0,71,-41.8,-20.2,-38.0,-52.2,-45.2,16.2,39.75070472163495,0.0
2021-01-26,0.0,0.0,369.0,86,-47.0,-24.6,-48.2,-54.6,-47.4,18.0,37.13552677942213,0.0
2021-01-27,0.0,0.0,426.0,95,-41.0,-18.4,-38.0,-52.6,-44.8,16.4,32.42820648343904,0.0
2021-01-28,0.0,0.0,391.0,90,-41.4,-17.8,-40.4,-52.6,-45.6,16.8,36.61249119097956,0.0
2021-01-29,0.0,0.0,408.0,89,-48.8,-25.2,-53.8,-55.2,-46.8,18.8,35.043384425651865,0.0
2021-01-30,0.0,821.0,272.0,84,-43.2,-14.4,-35.4,-47.6,-24.0,8.8,34.520348837209305,821.0
2021-01-31,0.0,948.0,303.0,76,-42.8,-5.8,-42.8,-48.2,-23.6,7.8,28.76695736434109,948.0
2021-02-01,977.0,547.0,289.0,66,-82.0,-66.4,-70.6,-75.2,-75.8,34.2,23.61918604651163,1524.0
2021-02-02,0.0,535.0,401.0,82,-62.2,-38.6,-55.2,-63.6,-65.2,27.2,27.25290697674419,535.0
2021-02-03,0.0,0.0,436.0,80,-45.6,-19.6,-45.4,-49.8,-47.2,17.8,32.09786821705426,0.0
2021-02-04,0.0,0.0,436.0,97,-40.2,-11.2,-38.0,-47.2,-45.2,16.2,33.91472868217054,0.0
2021-02-05,0.0,0.0,439.0,85,-42.6,-14.4,-41.8,-48.6,-44.2,17.0,35.731589147286826,0.0
2021-02-06,0.0,863.0,356.0,81,-37.2,-2.6,-24.2,-40.0,-19.8,7.2,35.12596899224806,863.0
2021-02-07,0.0,722.0,310.0,80,-62.0,-39.0,-50.8,-54.6,-31.4,11.8,27.25290697674419,722.0
2021-02-08,0.0,0.0,390.0,86,-43.4,-21.2,-46.0,-50.2,-46.4,16.6,34.520348837209305,0.0
2021-02-09,0.0,0.0,395.0,71,-42.0,-16.8,-47.0,-50.8,-46.0,17.0,39.970930232558146,0.0
2021-02-10,0.0,984.0,355.0,81,-37.8,-12.8,-40.6,-49.2,-44.4,15.8,32.70348837209303,984.0
2021-02-11,0.0,915.0,324.0,99,-40.4,-16.4,-43.0,-49.4,-45.4,16.8,43.604651162790695,915.0
2021-02-12,0.0,840.0,342.0,83,-40.2,-14.0,-45.6,-50.6,-46.6,16.8,38.759689922480625,840.0
2021-02-13,0.0,806.0,281.0,87,-38.8,-8.6,-38.4,-44.4,-22.6,8.0,30.886627906976745,806.0
2021-02-14,0.0,794.0,243.0,83,-39.2,-18.8,-34.8,-44.0,-22.6,7.4,33.91472868217054,794.0
2021-02-15,0.0,693.0,317.0,85,-41.2,-23.8,-48.0,-56.8,-59.2,19.4,41.18217054263566,693.0
2021-02-16,0.0,950.0,353.0,86,-38.4,-18.2,-32.2,-50.0,-48.0,16.0,38.759689922480625,950.0
2021-02-17,0.0,0.0,293.0,85,-34.4,-9.6,-39.2,-49.2,-46.0,15.0,34.520348837209305,0.0
2021-02-18,0.0,797.0,258.0,58,-60.4,-39.4,-59.2,-58.2,-55.8,23.8,31.492248062015506,797.0
2021-02-19,0.0,984.0,299.0,58,-50.4,-28.0,-54.0,-53.0,-51.0,21.0,30.886627906976745,984.0
2021-02-20,0.0,927.0,296.0,75,-39.0,-15.2,-30.0,-41.6,-22.4,7.6,31.492248062015506,927.0
2021-02-21,0.0,583.0,274.0,62,-39.4,-20.4,-27.8,-42.8,-21.8,7.0,30.886627906976745,583.0
2021-02-22,0.0,973.0,347.0,73,-45.4,-27.8,-52.0,-51.6,-45.6,17.2,36.33720930232558,973.0
2021-02-23,0.0,0.0,331.0,80,-35.6,-13.4,-38.6,-47.6,-44.4,15.4,36.33720930232558,0.0
2021-02-24,0.0,997.0,353.0,82,-30.8,-10.4,-19.2,-46.2,-43.0,14.2,33.91472868217054,997.0
2021-02-25,0.0,974.0,292.0,80,-32.8,-11.6,-24.0,-46.4,-43.8,14.6,38.15406976744186,974.0
2021-02-26,0.0,976.0,327.0,77,-36.0,-13.6,-27.8,-46.2,-43.8,14.8,38.15406976744186,976.0
2021-02-27,0.0,789.0,241.0,67,-38.0,-17.6,-28.2,-42.6,-22.6,7.6,39.36531007751938,789.0
2021-02-28,0.0,881.0,244.0,72,-40.4,-23.0,-40.8,-44.2,-23.4,7.4,38.15406976744186,881.0
2021-03-01,0.0,0.0,323.0,65,-36.4,-16.2,-36.6,-48.0,-44.4,15.0,39.970930232558146,0.0
2021-03-02,0.0,0.0,273.0,55,-36.4,-16.6,-39.4,-48.4,-44.8,15.4,39.970930232558146,0.0
2021-03-03,0.0,0.0,306.0,74,-29.4,-9.0,-12.4,-45.0,-43.4,14.2,33.309108527131784,0.0
2021-03-04,0.0,997.0,298.0,65,-33.4,-11.8,-30.8,-46.8,-44.2,15.2,39.36531007751938,997.0
2021-03-05,0.0,905.0,255.0,53,-37.2,-14.2,-38.6,-47.0,-43.6,15.6,38.15406976744186,905.0
2021-03-06,0.0,694.0,241.0,56,-34.6,-13.4,-25.8,-41.0,-21.6,6.6,40.576550387596896,694.0
2021-03-07,0.0,850.0,245.0,61,-34.6,-17.4,-12.4,-41.4,-21.0,6.0,36.94282945736435,850.0
2021-03-08,0.0,0.0,300.0,71,-34.6,-15.6,-28.4,-47.6,-44.0,15.0,41.787790697674424,0.0
2021-03-09,0.0,0.0,282.0,72,-28.2,-9.2,11.8,-44.4,-43.2,13.6,46.632751937984494,0.0
2021-03-10,0.0,0.0,282.0,65,-29.6,-10.2,-6.2,-46.0,-43.0,14.0,43.604651162790695,0.0
2021-03-11,0.0,0.0,292.0,58,-26.2,-7.8,18.8,-43.8,-43.0,13.2,41.787790697674424,0.0
2021-03-12,0.0,886.0,293.0,74,-30.6,-10.8,5.6,-44.0,-42.6,13.6,39.36531007751938,886.0
2021-03-13,0.0,825.0,222.0,65,-29.4,-11.0,8.0,-36.2,-20.4,5.4,32.09786821705426,825.0
2021-03-14,0.0,812.0,251.0,43,-32.0,-18.0,-1.4,-38.6,-21.2,5.6,35.12596899224806,812.0
2021-03-15,0.0,0.0,293.0,47,-35.0,-17.8,-35.8,-48.0,-44.0,15.2,39.36531007751938,0.0
2021-03-16,0.0,985.0,251.0,66,-33.6,-13.6,-33.2,-47.2,-44.0,15.2,39.36531007751938,985.0
2021-03-17,0.0,0.0,276.0,47,-27.8,-10.0,-22.4,-45.6,-42.8,14.0,34.520348837209305,0.0
2021-03-18,0.0,989.0,305.0,61,-37.0,-19.8,-45.0,-48.8,-44.8,16.2,35.731589147286826,989.0
2021-03-19,0.0,0.0,261.0,48,-31.6,-11.4,-30.4,-44.8,-42.8,14.0,34.520348837209305,0.0
2021-03-20,0.0,888.0,261.0,51,-24.4,-8.4,32.4,-32.6,-19.4,3.6,33.91472868217054,888.0
2021-03-21,0.0,818.0,272.0,50,-23.0,-12.8,53.2,-33.2,-19.0,3.6,33.309108527131784,818.0
2021-03-22,0.0,0.0,328.0,56,-26.6,-12.0,1.2,-43.6,-42.8,13.0,41.18217054263566,0.0
2021-03-23,0.0,0.0,285.0,54,-25.4,-9.0,9.0,-43.2,-43.4,12.8,44.21027131782946,0.0
2021-03-24,0.0,0.0,294.0,43,-33.4,-19.0,-34.4,-47.0,-44.4,14.8,32.09786821705426,0.0
2021-03-25,0.0,0.0,312.0,72,-24.0,-5.6,4.4,-43.0,-43.4,12.8,38.15406976744186,0.0
2021-03-26,0.0,0.0,310.0,66,-27.6,-10.6,7.6,-42.0,-43.4,12.4,36.33720930232558,0.0
2021-03-27,0.0,819.0,267.0,59,-24.4,-9.8,52.6,-30.6,-19.6,3.2,35.731589147286826,819.0
2021-03-28,0.0,718.0,208.0,57,-41.4,-27.8,-37.6,-45.4,-26.8,7.4,32.70348837209303,718.0
2021-03-29,0.0,0.0,305.0,52,-27.0,-13.6,-12.6,-47.0,-48.6,13.6,46.632751937984494,0.0
2021-03-30,0.0,978.0,264.0,46,-22.6,-6.6,14.4,-43.4,-47.6,12.6,53.900193798449614,978.0
2021-03-31,0.0,992.0,291.0,65,-28.4,-12.4,-23.0,-46.6,-48.0,14.2,35.731589147286826,992.0
2021-04-01,0.0,857.0,264.0,59,-26.6,-6.2,-23.8,-46.0,-47.8,14.2,43.604651162790695,857.0
2021-04-02,0.0,794.0,265.0,53,-33.2,-10.2,-33.8,-49.4,-51.2,16.2,37.548449612403104,794.0
2021-04-03,0.0,584.0,236.0,50,-26.0,-4.2,22.8,-34.0,-21.2,4.6,32.09786821705426,584.0
2021-04-04,0.0,599.0,212.0,48,-36.4,-18.0,45.0,-36.6,-26.6,3.0,31.492248062015506,599.0
2021-04-05,0.0,976.0,266.0,56,-25.2,-10.8,9.4,-43.8,-44.2,12.8,39.36531007751938,976.0
2021-04-06,0.0,936.0,231.0,48,-23.4,-6.0,21.6,-41.6,-42.6,12.0,60.562015503875976,936.0
2021-04-07,0.0,846.0,221.0,45,-22.6,-7.2,18.0,-41.8,-42.8,12.0,39.970930232558146,846.0
2021-04-08,0.0,749.0,218.0,55,-21.6,-4.6,24.2,-40.4,-41.8,11.6,33.91472868217054,749.0
2021-04-09,0.0,753.0,207.0,57,-30.0,-11.2,-11.4,-42.2,-42.0,12.8,31.492248062015506,753.0
2021-04-10,0.0,599.0,190.0,51,-24.8,-9.4,44.2,-31.4,-19.6,3.4,27.858527131782942,599.0
2021-04-11,0.0,628.0,161.0,57,-39.2,-26.0,-40.8,-43.4,-24.2,7.2,25.436046511627907,628.0
2021-04-12,0.0,811.0,205.0,43,-34.6,-16.4,-39.6,-46.4,-43.0,14.4,28.464147286821703,811.0
2021-04-13,0.0,719.0,204.0,38,-24.2,-5.0,16.4,-41.0,-41.6,12.0,32.09786821705426,719.0
2021-04-14,0.0,646.0,192.0,36,-24.8,-8.6,10.8,-42.0,-41.6,12.0,23.61918604651163,646.0
2021-04-15,0.0,594.0,220.0,43,-36.6,-20.6,-39.0,-46.8,-43.4,15.2,24.83042635658915,594.0
2021-04-16,0.0,631.0,198.0,35,-30.6,-11.4,-21.2,-42.6,-41.0,13.0,24.22480620155039,631.0
2021-04-17,0.0,446.0,164.0,35,-25.6,-10.6,28.2,-30.6,-19.4,3.6,23.01356589147287,446.0
2021-04-18,0.0,476.0,167.0,37,-24.4,-14.6,48.6,-31.8,-19.2,3.6,22.407945736434108,476.0
2021-04-19,0.0,606.0,179.0,43,-26.8,-11.6,3.8,-42.2,-41.0,12.6,28.464147286821703,606.0
2021-04-20,0.0,487.0,155.0,35,-20.2,-6.2,42.6,-38.6,-40.8,11.0,25.83979328165375,487.0
2021-04-21,0.0,535.0,117.0,36,-29.8,-13.8,-19.0,-44.6,-42.4,14.0,20.59108527131783,535.0
2021-04-22,0.0,428.0,158.0,42,-28.4,-9.8,-19.6,-43.2,-41.4,13.2,22.609819121447032,428.0
2021-04-23,0.0,400.0,153.0,47,-27.2,-9.2,6.8,-40.2,-40.2,11.4,22.609819121447032,400.0
2021-04-24,852.0,320.0,101.0,30,-22.8,-9.0,67.4,-27.6,-19.0,2.2,23.01356589147287,1172.0
2021-04-25,755.0,282.0,119.0,26,-31.4,-17.6,3.4,-37.4,-21.2,5.6,21.802325581395348,1037.0
2021-04-26,0.0,366.0,145.0,30,-26.2,-10.2,1.8,-41.8,-40.8,12.2,26.243540051679588,366.0
2021-04-27,0.0,356.0,116.0,33,-23.8,-7.0,11.6,-41.0,-40.8,12.0,27.051033591731265,356.0
2021-04-28,0.0,381.0,125.0,33,-19.2,-6.8,42.4,-39.4,-40.6,10.8,20.18733850129199,381.0
2021-04-29,0.0,317.0,116.0,33,-26.6,-8.2,-10.6,-41.8,-41.6,12.8,23.01356589147287,317.0
2021-04-30,950.0,314.0,91.0,39,-26.8,-7.6,-7.0,-39.4,-40.4,11.8,21.39857881136951,1264.0
2021-05-01,578.0,216.0,78.0,33,-21.6,-6.2,52.6,-27.6,-18.6,2.2,40.37467700258398,794.0
2021-05-02,567.0,207.0,72.0,29,-21.8,-12.4,71.4,-28.2,-18.6,2.2,25.436046511627907,774.0
2021-05-03,935.0,282.0,90.0,24,-27.2,-10.0,-16.4,-41.0,-41.4,12.6,22.20607235142119,1217.0
2021-05-04,874.0,230.0,98.0,24,-20.8,-3.0,15.2,-38.6,-40.8,11.0,20.99483204134367,1104.0
2021-05-05,775.0,220.0,81.0,27,-28.8,-13.2,-30.4,-43.4,-41.8,13.0,18.572351421188632,995.0
2021-05-06,782.0,236.0,82.0,29,-18.8,-0.2,23.2,-37.4,-40.2,10.0,16.149870801033593,1018.0
2021-05-07,715.0,195.0,72.0,35,-23.4,-4.8,6.0,-38.0,-39.8,10.4,17.764857881136955,910.0
2021-05-08,384.0,145.0,65.0,24,-24.4,-4.2,0.0,-31.8,-20.0,3.4,14.131136950904391,529.0
2021-05-09,343.0,137.0,60.0,28,-23.2,-13.4,8.8,-30.2,-19.4,1.8,16.55361757105943,480.0
2021-05-10,655.0,202.0,70.0,25,-26.6,-10.0,-7.4,-41.2,-41.4,12.0,21.802325581395348,857.0
2021-05-11,627.0,176.0,70.0,22,-22.0,-4.4,13.0,-38.0,-40.4,11.0,21.39857881136951,803.0
2021-05-12,594.0,166.0,64.0,19,-20.4,-3.6,19.6,-37.6,-41.2,10.6,18.572351421188632,760.0
2021-05-13,506.0,133.0,67.0,24,-17.8,-3.6,41.4,-38.0,-45.0,10.8,23.01356589147287,639.0
2021-05-14,487.0,184.0,69.0,28,-22.8,-6.2,26.6,-36.2,-41.0,10.0,22.20607235142119,671.0
2021-05-15,292.0,96.0,42.0,12,-20.4,-7.6,82.4,-22.6,-20.8,0.6,19.379844961240313,388.0
2021-05-16,279.0,130.0,40.0,17,-22.4,-12.2,59.8,-27.6,-19.0,2.0,17.764857881136955,409.0
2021-05-17,453.0,132.0,72.0,16,-22.2,-8.4,23.2,-38.8,-43.4,11.6,20.99483204134367,585.0
2021-05-18,415.0,127.0,52.0,14,-19.2,-4.2,37.4,-37.4,-42.8,10.2,21.802325581395348,542.0
2021-05-19,377.0,122.0,57.0,13,-17.2,-3.8,39.6,-38.2,-40.0,9.8,17.361111111111114,499.0
2021-05-20,397.0,94.0,65.0,15,-17.8,-0.6,32.2,-36.6,-39.8,10.0,17.764857881136955,491.0
2021-05-21,349.0,90.0,51.0,13,-22.6,-4.2,25.2,-34.6,-39.0,9.2,16.55361757105943,439.0
2021-05-22,233.0,83.0,38.0,17,-21.2,-7.0,74.4,-21.2,-18.8,0.8,16.149870801033593,316.0
2021-05-23,186.0,61.0,46.0,10,-20.2,-11.0,83.8,-23.8,-18.0,1.2,16.55361757105943,247.0
2021-05-24,355.0,122.0,35.0,10,-22.6,-7.6,4.8,-38.6,-40.2,11.0,18.16860465116279,477.0
2021-05-25,305.0,95.0,42.0,7,-18.4,-3.4,27.4,-36.2,-39.4,9.6,18.976098191214472,400.0
