date,cases,probable_cases,hospitalizations,deaths
2025-05-28,205,113,14,1
2025-05-29,203,130,21,2
2025-05-30,147,92,12,0
2025-05-31,109,84,17,0
2025-06-01,98,78,13,0
2025-06-02,190,140,20,0
2025-06-03,160,122,22,2
2025-06-04,179,119,14,1
2025-06-05,165,123,27,1
2025-06-06,138,96,17,1
2025-06-07,101,73,13,0
2025-06-08,99,77,12,0
2025-06-09,171,139,18,3
2025-06-10,149,110,15,1
2025-06-11,138,119,19,0
2025-06-12,139,119,15,1
2025-06-13,126,75,14,1
2025-06-14,94,76,8,1
2025-06-15,96,76,10,0
2025-06-16,173,107,12,1
2025-06-17,148,122,21,3
2025-06-18,158,94,18,2
2025-06-19,119,80,11,1
2025-06-20,140,93,18,0
2025-06-21,101,69,14,0
2025-06-22,92,61,12,0
2025-06-23,142,110,18,1
2025-06-24,137,92,16,0
2025-06-25,119,96,16,2
2025-06-26,99,83,9,1
2025-06-27,130,95,12,1
2025-06-28,84,69,10,0
2025-06-29,81,57,13,1
2025-06-30,138,93,11,0
2025-07-01,155,97,12,2
2025-07-02,128,83,13,2
2025-07-03,116,82,10,1
2025-07-04,83,39,9,1
2025-07-05,70,72,11,1
2025-07-06,84,65,11,0
2025-07-07,187,117,21,1
2025-07-08,153,91,15,1
2025-07-09,131,98,6,0
2025-07-10,138,108,17,0
2025-07-11,127,81,14,0
2025-07-12,101,58,16,1
2025-07-13,84,77,11,0
2025-07-14,169,97,17,2
2025-07-15,161,94,15,1
2025-07-16,123,78,13,1
2025-07-17,146,98,11,0
2025-07-18,126,103,13,2
2025-07-19,103,93,15,1
2025-07-20,102,94,18,0
2025-07-21,203,140,17,0
2025-07-22,171,137,15,1
2025-07-23,178,115,15,1
2025-07-24,158,106,19,0
2025-07-25,151,106,9,0
2025-07-26,110,73,14,0
2025-07-27,121,98,16,0
2025-07-28,200,143,15,1
2025-07-29,197,137,26,1
2025-07-30,184,135,16,0
2025-07-31,189,135,14,2
2025-08-01,171,109,19,2
2025-08-02,110,102,19,0
2025-08-03,95,111,12,0
2025-08-04,219,169,28,1
2025-08-05,218,181,14,0
2025-08-06,231,166,17,3
2025-08-07,213,175,18,1
2025-08-08,197,141,14,1
2025-08-09,143,106,16,0
2025-08-10,132,104,18,1
2025-08-11,244,189,28,0
2025-08-12,409,213,23,2
2025-08-13,200,176,17,1
2025-08-14,222,163,23,1
2025-08-15,203,128,19,0
2025-08-16,144,115,13,4
2025-08-17,120,116,14,1
2025-08-18,236,173,24,1
2025-08-19,221,169,20,0
2025-08-20,210,155,22,1
2025-08-21,194,146,20,0
2025-08-22,195,153,27,1
2025-08-23,143,116,18,3
2025-08-24,134,108,18,0
2025-08-25,261,184,31,0
2025-08-26,224,191,19,1
2025-08-27,226,191,24,2
2025-08-28,209,172,26,0
2025-08-29,206,161,18,1
2025-08-30,157,112,14,1
2025-08-31,159,105,16,1
2025-09-01,152,114,18,0
2025-09-02,263,222,18,0
2025-09-03,269,190,30,0
2025-09-04,263,202,17,4
2025-09-05,260,191,18,1
2025-09-06,168,128,24,0
2025-09-07,136,126,22,0
2025-09-08,281,229,10,1
2025-09-09,273,192,34,3
2025-09-10,241,198,24,0
2025-09-11,261,214,23,2
2025-09-12,248,166,28,1
2025-09-13,171,147,15,2
2025-09-14,151,157,15,0
2025-09-15,349,229,21,0
2025-09-16,303,219,20,0
2025-09-17,283,174,31,0
2025-09-18,245,190,24,0
2025-09-19,221,143,23,0
2025-09-20,140,121,15,0
2025-09-21,146,110,17,0
2025-09-22,264,173,21,0
2025-09-23,223,156,26,2
2025-09-24,211,183,23,2
2025-09-25,212,150,16,1
2025-09-26,195,123,24,0
2025-09-27,96,81,13,2
2025-09-28,126,70,18,0
2025-09-29,226,125,18,0
2025-09-30,189,107,18,1
2025-10-01,152,117,14,3
2025-10-02,139,96,15,1
2025-10-03,146,99,22,0
2025-10-04,96,68,11,4
2025-10-05,102,58,23,0
2025-10-06,153,104,16,1
2025-10-07,126,88,18,0
2025-10-08,119,88,15,0
2025-10-09,108,70,4,2
2025-10-10,87,54,2,0
2025-10-11,69,45,1,0
2025-10-12,71,37,1,0
2025-10-13,61,51,0,0
